,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
20MH1A0413,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,18,ABSENT,0,
20MH1A0413,R2031043,DIGITAL COMMUNICATIONS,20,ABSENT,0,
20MH1A0413,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,16,F,0,
20MH1A0413,R203105L,OPERATING SYSTEMS,21,D,3,
20MH1A0414,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,20,F,0,
20MH1A0420,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,17,D,3,
20MH1A0420,R2031043,DIGITAL COMMUNICATIONS,21,E,3,
20MH1A0423,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,17,F,0,
20MH1A0425,R2031041,ANALOG ICS AND APPLICATIONS,18,F,0,
20MH1A0425,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,20,F,0,
20MH1A0425,R2031043,DIGITAL COMMUNICATIONS,19,F,0,
20MH1A0425,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,16,F,0,
20MH1A0425,R203105L,OPERATING SYSTEMS,20,D,3,
20MH1A0429,R2031041,ANALOG ICS AND APPLICATIONS,16,E,3,
20MH1A0429,R2031043,DIGITAL COMMUNICATIONS,25,C,3,
20MH1A0435,R2031043,DIGITAL COMMUNICATIONS,22,D,3,
20MH1A0436,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,21,E,3,
20MH1A0439,R2031041,ANALOG ICS AND APPLICATIONS,18,D,3,
20MH1A0440,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,20,F,0,
20MH1A0447,R2031043,DIGITAL COMMUNICATIONS,20,C,3,
20MH1A0448,R2031041,ANALOG ICS AND APPLICATIONS,19,E,3,
20MH1A0448,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,13,F,0,
20MH1A0448,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,15,F,0,
20MH1A0448,R203105L,OPERATING SYSTEMS,22,D,3,
20MH1A0450,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,17,F,0,
20MH1A0450,R2031043,DIGITAL COMMUNICATIONS,22,F,0,
20MH1A0451,R2031043,DIGITAL COMMUNICATIONS,23,B,3,
20MH1A0452,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,18,D,3,
20MH1A0452,R2031043,DIGITAL COMMUNICATIONS,19,B,3,
20MH1A0455,R2031041,ANALOG ICS AND APPLICATIONS,15,F,0,
20MH1A0455,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,13,F,0,
20MH1A0455,R2031043,DIGITAL COMMUNICATIONS,18,F,0,
20MH1A0455,R203105L,OPERATING SYSTEMS,23,E,3,
20MH1A0459,R2031043,DIGITAL COMMUNICATIONS,19,F,0,
20MH1A0469,R2031043,DIGITAL COMMUNICATIONS,23,C,3,
20MH1A0482,R2031041,ANALOG ICS AND APPLICATIONS,9,F,0,
20MH1A0482,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,12,F,0,
20MH1A0482,R2031043,DIGITAL COMMUNICATIONS,18,D,3,
20MH1A0482,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,12,E,3,
20MH1A0485,R2031041,ANALOG ICS AND APPLICATIONS,19,F,0,
20MH1A0485,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,18,F,0,
20MH1A0485,R2031043,DIGITAL COMMUNICATIONS,15,F,0,
20MH1A0485,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,14,E,3,
20MH1A0487,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,22,D,3,
20MH1A0492,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,18,F,0,
20MH1A0497,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,22,D,3,
20MH1A04A3,R2031041,ANALOG ICS AND APPLICATIONS,12,F,0,
20MH1A04A3,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,15,F,0,
20MH1A04A3,R2031043,DIGITAL COMMUNICATIONS,11,F,0,
20MH1A04A3,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,12,F,0,
20MH1A04A7,R2031041,ANALOG ICS AND APPLICATIONS,19,D,3,
20MH1A04A7,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,22,D,3,
20MH1A04A9,R2031041,ANALOG ICS AND APPLICATIONS,16,F,0,
20MH1A04A9,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,19,F,0,
20MH1A04A9,R2031043,DIGITAL COMMUNICATIONS,19,E,3,
20MH1A04A9,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,17,F,0,
20MH1A04B2,R2031041,ANALOG ICS AND APPLICATIONS,17,F,0,
20MH1A04B2,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,17,F,0,
20MH1A04B2,R2031043,DIGITAL COMMUNICATIONS,21,F,0,
20MH1A04B2,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,B,1.5,
20MH1A04B2,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,17,E,3,
20MH1A04B2,R203105L,OPERATING SYSTEMS,16,F,0,
20MH1A04B3,R2031041,ANALOG ICS AND APPLICATIONS,12,F,0,
20MH1A04B3,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,7,F,0,
20MH1A04B3,R2031043,DIGITAL COMMUNICATIONS,14,F,0,
20MH1A04B3,R2031045,DIGITAL COMMUNICATIONS LAB,8,B,1.5,
20MH1A04B3,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
20MH1A04B3,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,9,F,0,
20MH1A04B3,R203105L,OPERATING SYSTEMS,14,E,3,
20MH1A04B6,R2031041,ANALOG ICS AND APPLICATIONS,16,E,3,
20MH1A04B6,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,11,F,0,
20MH1A04B6,R2031043,DIGITAL COMMUNICATIONS,13,F,0,
20MH1A04B6,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,18,D,3,
20MH1A04B8,R2031043,DIGITAL COMMUNICATIONS,19,D,3,
20MH1A04C1,R2031041,ANALOG ICS AND APPLICATIONS,14,ABSENT,0,
20MH1A04C1,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,14,F,0,
20MH1A04C1,R2031043,DIGITAL COMMUNICATIONS,13,E,3,
20MH1A04C1,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5,
20MH1A04C1,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,11,F,0,
20MH1A04C4,R2031041,ANALOG ICS AND APPLICATIONS,22,F,0,
20MH1A04C5,R2031043,DIGITAL COMMUNICATIONS,23,D,3,
20MH1A04C9,R2031041,ANALOG ICS AND APPLICATIONS,14,E,3,
20MH1A04C9,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,11,F,0,
20MH1A04C9,R2031043,DIGITAL COMMUNICATIONS,14,F,0,
20MH1A04C9,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,14,F,0,
20MH1A04C9,R203105L,OPERATING SYSTEMS,20,E,3,
20MH1A04D1,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,20,E,3,
20MH1A04D1,R2031043,DIGITAL COMMUNICATIONS,19,C,3,
20MH1A04D2,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,23,C,3,
20MH1A04D5,R2031041,ANALOG ICS AND APPLICATIONS,13,F,0,
20MH1A04D5,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,15,F,0,
20MH1A04D5,R2031043,DIGITAL COMMUNICATIONS,14,C,3,
20MH1A04D5,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,17,F,0,
20MH1A04D5,R203105L,OPERATING SYSTEMS,19,D,3,
20MH1A04D9,R2031043,DIGITAL COMMUNICATIONS,22,D,3,
20MH1A04E0,R2031041,ANALOG ICS AND APPLICATIONS,17,E,3,
20MH1A04E1,R2031041,ANALOG ICS AND APPLICATIONS,14,F,0,
20MH1A04E1,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,21,C,3,
20MH1A04E1,R2031043,DIGITAL COMMUNICATIONS,12,F,0,
20MH1A04E1,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,12,F,0,
20MH1A04E1,R203105L,OPERATING SYSTEMS,17,D,3,
20MH1A04E5,R2031043,DIGITAL COMMUNICATIONS,15,E,3,
20MH1A04E7,R2031041,ANALOG ICS AND APPLICATIONS,11,F,0,
20MH1A04E7,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,25,E,3,
20MH1A04E7,R2031043,DIGITAL COMMUNICATIONS,10,F,0,
20MH1A04E8,R2031041,ANALOG ICS AND APPLICATIONS,11,F,0,
20MH1A04E8,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,20,D,3,
20MH1A04E8,R2031043,DIGITAL COMMUNICATIONS,10,F,0,
20MH1A04E8,R203105L,OPERATING SYSTEMS,19,D,3,
20MH1A04F3,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,16,F,0,
20MH1A04G3,R2031041,ANALOG ICS AND APPLICATIONS,13,E,3,
20MH1A04G3,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,20,F,0,
20MH1A04G3,R2031043,DIGITAL COMMUNICATIONS,12,F,0,
20MH1A04G8,R2031041,ANALOG ICS AND APPLICATIONS,17,F,0,
20MH1A04G8,R2031043,DIGITAL COMMUNICATIONS,18,F,0,
20MH1A04H6,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,17,E,3,
20MH1A04I3,R2031043,DIGITAL COMMUNICATIONS,10,F,0,
20MH1A0501,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,18,D,3,
20MH1A0504,R2031053,DATA WAREHOUSING AND DATA MINING,24,C,3,
20MH1A0509,R2031019,COMMUNITY SERVICE PROJECT,0,A,4,
20MH1A0509,R203102F,RENEWABLE ENERGY SOURCES,14,F,0,
20MH1A0509,R2031051,COMPUTER NETWORKS,14,E,3,
20MH1A0509,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,13,E,3,
20MH1A0509,R2031053,DATA WAREHOUSING AND DATA MINING,17,E,3,
20MH1A0509,R2031054,DATA WAREHOUSING AND DATA MINING LAB,12,A,1.5,
20MH1A0509,R2031055,COMPUTER NETWORKS LAB,14,A,1.5,
20MH1A0509,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
20MH1A0509,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
20MH1A0509,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
20MH1A0509,R203105B,SOFTWARE PROJECT MANAGEMENT,13,D,3,
20MH1A0510,R2031051,COMPUTER NETWORKS,14,D,3,
20MH1A0510,R203105B,SOFTWARE PROJECT MANAGEMENT,18,E,3,
20MH1A0527,R2031053,DATA WAREHOUSING AND DATA MINING,20,E,3,
20MH1A0537,R2031053,DATA WAREHOUSING AND DATA MINING,17,D,3,
20MH1A0539,R2031051,COMPUTER NETWORKS,12,F,0,
20MH1A0539,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,10,F,0,
20MH1A0539,R2031053,DATA WAREHOUSING AND DATA MINING,13,E,3,
20MH1A0549,R2031053,DATA WAREHOUSING AND DATA MINING,22,F,0,
20MH1A0550,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,13,E,3,
20MH1A0580,R203102F,RENEWABLE ENERGY SOURCES,19,E,3,
20MH1A0580,R2031051,COMPUTER NETWORKS,16,E,3,
20MH1A0580,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,18,D,3,
20MH1A0580,R2031053,DATA WAREHOUSING AND DATA MINING,19,F,0,
20MH1A0580,R203105B,SOFTWARE PROJECT MANAGEMENT,24,F,0,
20MH1A0583,R2031051,COMPUTER NETWORKS,22,D,3,
20MH1A0585,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,16,D,3,
20MH1A0585,R2031053,DATA WAREHOUSING AND DATA MINING,21,F,0,
20MH1A0591,R2031051,COMPUTER NETWORKS,18,D,3,
20MH1A05A2,R203102F,RENEWABLE ENERGY SOURCES,18,ABSENT,0,
20MH1A05A2,R2031051,COMPUTER NETWORKS,11,ABSENT,0,
20MH1A05A2,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,16,ABSENT,0,
20MH1A05A2,R2031053,DATA WAREHOUSING AND DATA MINING,20,ABSENT,0,
20MH1A05A2,R203105B,SOFTWARE PROJECT MANAGEMENT,25,ABSENT,0,
20MH1A05B3,R203102F,RENEWABLE ENERGY SOURCES,17,F,0,
20MH1A05B3,R2031051,COMPUTER NETWORKS,17,E,3,
20MH1A05B3,R2031053,DATA WAREHOUSING AND DATA MINING,20,E,3,
20MH1A05B3,R203105B,SOFTWARE PROJECT MANAGEMENT,21,F,0,
20MH1A05B5,R2031051,COMPUTER NETWORKS,19,F,0,
20MH1A05B5,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,23,F,0,
20MH1A05B6,R2031051,COMPUTER NETWORKS,23,D,3,
20MH1A05C1,R203102F,RENEWABLE ENERGY SOURCES,13,ABSENT,0,
20MH1A05C1,R2031051,COMPUTER NETWORKS,17,F,0,
20MH1A05C1,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,20,ABSENT,0,
20MH1A05C1,R2031053,DATA WAREHOUSING AND DATA MINING,21,ABSENT,0,
20MH1A05C1,R203105B,SOFTWARE PROJECT MANAGEMENT,22,ABSENT,0,
20MH1A05C5,R2031051,COMPUTER NETWORKS,22,C,3,
20MH1A05D1,R203102F,RENEWABLE ENERGY SOURCES,21,E,3,
20MH1A05D1,R2031051,COMPUTER NETWORKS,26,C,3,
20MH1A05D1,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,19,B,3,
20MH1A05D1,R2031053,DATA WAREHOUSING AND DATA MINING,24,B,3,
20MH1A05D1,R2031054,DATA WAREHOUSING AND DATA MINING LAB,13,A+,1.5,
20MH1A05D1,R2031055,COMPUTER NETWORKS LAB,14,A+,1.5,
20MH1A05D1,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
20MH1A05D1,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
20MH1A05D1,R2031059,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
20MH1A05D1,R203105B,SOFTWARE PROJECT MANAGEMENT,24,D,3,
20MH1A4205,R203102F,RENEWABLE ENERGY SOURCES,21,D,3,
20MH1A4205,R2031422,OPERATING SYSTEMS,25,D,3,
20MH1A4205,R2031423,MACHINE LEARNING,14,E,3,
20MH1A4205,R203142A,SOFTWARE ENGINEERING,19,F,0,
20MH1A4206,R203102F,RENEWABLE ENERGY SOURCES,25,F,0,
20MH1A4206,R2031421,COMPILER DESIGN,23,D,3,
20MH1A4206,R203142A,SOFTWARE ENGINEERING,20,F,0,
20MH1A4220,R203142A,SOFTWARE ENGINEERING,18,F,0,
20MH1A4223,R2031421,COMPILER DESIGN,13,F,0,
20MH1A4223,R2031422,OPERATING SYSTEMS,19,F,0,
20MH1A4223,R2031423,MACHINE LEARNING,17,F,0,
20MH1A4256,R2031423,MACHINE LEARNING,21,F,0,
20MH1A4905,R2031461,COMPUTER NETWORKS,17,E,3,
20MH1A4905,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,14,F,0,
20MH1A4905,R2031471,IOT ARCHITECTURE AND ITS PROTOCOLS,19,E,3,
20MH1A4908,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,19,D,3,
20MH1A4912,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,20,D,3,
20MH1A4916,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,19,E,3,
20MH1A4918,R2031461,COMPUTER NETWORKS,17,F,0,
20MH1A4918,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,23,E,3,
20MH1A4918,R2031471,IOT ARCHITECTURE AND ITS PROTOCOLS,19,E,3,
20MH1A4919,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,23,F,0,
20MH1A4920,R203102F,RENEWABLE ENERGY SOURCES,18,F,0,
20MH1A4920,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,23,D,3,
20MH1A4922,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,22,D,3,
20MH1A4926,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,D,3,
20MH1A4929,R203142A,SOFTWARE ENGINEERING,16,F,0,
20MH1A4929,R2031461,COMPUTER NETWORKS,16,F,0,
20MH1A4929,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,23,E,3,
20MH1A4934,R203142A,SOFTWARE ENGINEERING,18,E,3,
20MH1A4934,R2031461,COMPUTER NETWORKS,18,D,3,
20MH1A4934,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,22,D,3,
20MH1A4945,R203142A,SOFTWARE ENGINEERING,20,F,0,
20MH1A4946,R203102F,RENEWABLE ENERGY SOURCES,21,ABSENT,0,
20MH1A4946,R203142A,SOFTWARE ENGINEERING,17,F,0,
20MH1A4946,R2031461,COMPUTER NETWORKS,22,F,0,
20MH1A4946,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,16,F,0,
20MH1A4946,R2031471,IOT ARCHITECTURE AND ITS PROTOCOLS,18,F,0,
20MH1A4947,R203102F,RENEWABLE ENERGY SOURCES,19,E,3,
20MH1A4947,R203142A,SOFTWARE ENGINEERING,18,F,0,
20MH1A4947,R2031461,COMPUTER NETWORKS,17,E,3,
20MH5A0202,R1931023,LINEAR IC APPLICATIONS,15,D,3,
20MH5A0209,R1931021,POWER SYSTEMS-II,16,F,0,
20MH5A0209,R1931022,POWER ELECTRONICS,14,F,0,
20MH5A0209,R1931023,LINEAR IC APPLICATIONS,16,F,0,
20MH5A0209,R1931024,DIGITAL SIGNAL PROCESSING,17,F,0,
20MH5A0209,R1931025,MICROPROCESSORS AND MICROCONTROLLERS,14,F,0,
20MH5A0212,R1931023,LINEAR IC APPLICATIONS,16,D,3,
20MH5A0319,R1931034,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,16,F,0,
20MH5A0328,R1931033,MECHANICAL MEASUREMENTS & METROLOGY,15,F,0,
20MH5A0328,R1931034,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,17,F,0,
20MH5A0334,R1931031,DYNAMICS OF MACHINERY,19,F,0,
20MH5A0339,R1931031,DYNAMICS OF MACHINERY,14,F,0,
20MH5A0339,R1931035,IC ENGINES & GAS TURBINES,19,F,0,
20MH5A0347,R1931031,DYNAMICS OF MACHINERY,15,F,0,
20MH5A0347,R1931034,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,13,F,0,
20MH5A0411,R1931043,DIGITAL COMMUNICATIONS,14,F,0,
20MH5A0413,R1931041,LINEAR INTEGRATED CIRCUITS AND APPLICATI,17,F,0,
20MH5A0417,R1931043,DIGITAL COMMUNICATIONS,19,F,0,
20MH5A0429,R1931043,DIGITAL COMMUNICATIONS,15,F,0,
216K1A4218,R203102F,RENEWABLE ENERGY SOURCES,26,D,3,
216K1A4218,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
216K1A4218,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
216K1A4218,R2031421,COMPILER DESIGN,20,D,3,
216K1A4218,R2031422,OPERATING SYSTEMS,22,F,0,
216K1A4218,R2031423,MACHINE LEARNING,22,D,3,
216K1A4218,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
216K1A4218,R2031425,MACHINE LEARNING LAB,13,A,1.5,
216K1A4218,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
216K1A4218,R203142A,SOFTWARE ENGINEERING,20,F,0,
21AP5A0402,R2031041,ANALOG ICS AND APPLICATIONS,21,D,3,
21AP5A0402,R2031043,DIGITAL COMMUNICATIONS,21,F,0,
21MH1A0101,R2031011,STRUCTURAL ANALYSIS,17,D,3,
21MH1A0101,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,26,B,3,
21MH1A0101,R2031013,GEOTECHNICAL ENGINEERING-1,22,E,3,
21MH1A0101,R2031014,LAB SURVEY CAMP (FIELD WORK),13,A,1.5,
21MH1A0101,R2031015,GEOTECHNICAL ENGINEERING LAB,12,A,1.5,
21MH1A0101,R2031016,SKILL ADVANCED COURSE/ SOFT SKILL COURSE,0,C,2,
21MH1A0101,R2031017,(AICTE SUGGESTED) PROFESSIONAL ETHICS AN,27,COMPLE,0,
21MH1A0101,R2031018,SUMMER INTERNSHIP 2MONTHS (MANDATORY) AF,0,B,1.5,
21MH1A0101,R203101A,CONSTRUCTION TECHNOLOGY &MANAGEMENT,18,D,3,
21MH1A0101,R203102F,RENEWABLE ENERGY SOURCES,25,F,0,
21MH1A0102,R2031011,STRUCTURAL ANALYSIS,24,D,3,
21MH1A0102,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,30,D,3,
21MH1A0102,R2031013,GEOTECHNICAL ENGINEERING-1,24,D,3,
21MH1A0102,R2031014,LAB SURVEY CAMP (FIELD WORK),14,A+,1.5,
21MH1A0102,R2031015,GEOTECHNICAL ENGINEERING LAB,13,A+,1.5,
21MH1A0102,R2031016,SKILL ADVANCED COURSE/ SOFT SKILL COURSE,0,A+,2,
21MH1A0102,R2031017,(AICTE SUGGESTED) PROFESSIONAL ETHICS AN,29,COMPLE,0,
21MH1A0102,R2031018,SUMMER INTERNSHIP 2MONTHS (MANDATORY) AF,0,A,1.5,
21MH1A0102,R203101A,CONSTRUCTION TECHNOLOGY &MANAGEMENT,24,C,3,
21MH1A0102,R203102F,RENEWABLE ENERGY SOURCES,23,D,3,
21MH1A0103,R2031011,STRUCTURAL ANALYSIS,21,E,3,
21MH1A0103,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,26,C,3,
21MH1A0103,R2031013,GEOTECHNICAL ENGINEERING-1,19,D,3,
21MH1A0103,R2031014,LAB SURVEY CAMP (FIELD WORK),14,A+,1.5,
21MH1A0103,R2031015,GEOTECHNICAL ENGINEERING LAB,14,A+,1.5,
21MH1A0103,R2031016,SKILL ADVANCED COURSE/ SOFT SKILL COURSE,0,A+,2,
21MH1A0103,R2031017,(AICTE SUGGESTED) PROFESSIONAL ETHICS AN,24,COMPLE,0,
21MH1A0103,R2031018,SUMMER INTERNSHIP 2MONTHS (MANDATORY) AF,0,A,1.5,
21MH1A0103,R203101A,CONSTRUCTION TECHNOLOGY &MANAGEMENT,22,D,3,
21MH1A0103,R203102F,RENEWABLE ENERGY SOURCES,18,E,3,
21MH1A0104,R2031011,STRUCTURAL ANALYSIS,15,D,3,
21MH1A0104,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,27,B,3,
21MH1A0104,R2031013,GEOTECHNICAL ENGINEERING-1,21,D,3,
21MH1A0104,R2031014,LAB SURVEY CAMP (FIELD WORK),12,A,1.5,
21MH1A0104,R2031015,GEOTECHNICAL ENGINEERING LAB,12,A,1.5,
21MH1A0104,R2031016,SKILL ADVANCED COURSE/ SOFT SKILL COURSE,0,A+,2,
21MH1A0104,R2031017,(AICTE SUGGESTED) PROFESSIONAL ETHICS AN,27,COMPLE,0,
21MH1A0104,R2031018,SUMMER INTERNSHIP 2MONTHS (MANDATORY) AF,0,A+,1.5,
21MH1A0104,R203101A,CONSTRUCTION TECHNOLOGY &MANAGEMENT,19,D,3,
21MH1A0104,R203102F,RENEWABLE ENERGY SOURCES,23,D,3,
21MH1A0105,R2031011,STRUCTURAL ANALYSIS,22,B,3,
21MH1A0105,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,26,A,3,
21MH1A0105,R2031013,GEOTECHNICAL ENGINEERING-1,21,D,3,
21MH1A0105,R2031014,LAB SURVEY CAMP (FIELD WORK),12,A,1.5,
21MH1A0105,R2031015,GEOTECHNICAL ENGINEERING LAB,13,A+,1.5,
21MH1A0105,R2031016,SKILL ADVANCED COURSE/ SOFT SKILL COURSE,0,A,2,
21MH1A0105,R2031017,(AICTE SUGGESTED) PROFESSIONAL ETHICS AN,28,COMPLE,0,
21MH1A0105,R2031018,SUMMER INTERNSHIP 2MONTHS (MANDATORY) AF,0,A+,1.5,
21MH1A0105,R203101A,CONSTRUCTION TECHNOLOGY &MANAGEMENT,16,D,3,
21MH1A0105,R203102F,RENEWABLE ENERGY SOURCES,21,C,3,
21MH1A0106,R2031011,STRUCTURAL ANALYSIS,24,C,3,
21MH1A0106,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,28,D,3,
21MH1A0106,R2031013,GEOTECHNICAL ENGINEERING-1,23,C,3,
21MH1A0106,R2031014,LAB SURVEY CAMP (FIELD WORK),12,A,1.5,
21MH1A0106,R2031015,GEOTECHNICAL ENGINEERING LAB,15,A+,1.5,
21MH1A0106,R2031016,SKILL ADVANCED COURSE/ SOFT SKILL COURSE,0,A+,2,
21MH1A0106,R2031017,(AICTE SUGGESTED) PROFESSIONAL ETHICS AN,27,COMPLE,0,
21MH1A0106,R2031018,SUMMER INTERNSHIP 2MONTHS (MANDATORY) AF,0,A+,1.5,
21MH1A0106,R203101A,CONSTRUCTION TECHNOLOGY &MANAGEMENT,18,D,3,
21MH1A0106,R203102F,RENEWABLE ENERGY SOURCES,25,D,3,
21MH1A0108,R2031011,STRUCTURAL ANALYSIS,23,C,3,
21MH1A0108,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,30,D,3,
21MH1A0108,R2031013,GEOTECHNICAL ENGINEERING-1,23,A,3,
21MH1A0108,R2031014,LAB SURVEY CAMP (FIELD WORK),14,A+,1.5,
21MH1A0108,R2031015,GEOTECHNICAL ENGINEERING LAB,15,A+,1.5,
21MH1A0108,R2031016,SKILL ADVANCED COURSE/ SOFT SKILL COURSE,0,A+,2,
21MH1A0108,R2031017,(AICTE SUGGESTED) PROFESSIONAL ETHICS AN,29,COMPLE,0,
21MH1A0108,R2031018,SUMMER INTERNSHIP 2MONTHS (MANDATORY) AF,0,A+,1.5,
21MH1A0108,R203101A,CONSTRUCTION TECHNOLOGY &MANAGEMENT,25,C,3,
21MH1A0108,R203102F,RENEWABLE ENERGY SOURCES,25,C,3,
21MH1A0109,R2031011,STRUCTURAL ANALYSIS,11,F,0,
21MH1A0109,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,25,C,3,
21MH1A0109,R2031013,GEOTECHNICAL ENGINEERING-1,17,F,0,
21MH1A0109,R2031014,LAB SURVEY CAMP (FIELD WORK),12,A,1.5,
21MH1A0109,R2031015,GEOTECHNICAL ENGINEERING LAB,12,A,1.5,
21MH1A0109,R2031016,SKILL ADVANCED COURSE/ SOFT SKILL COURSE,0,B,2,
21MH1A0109,R2031017,(AICTE SUGGESTED) PROFESSIONAL ETHICS AN,20,COMPLE,0,
21MH1A0109,R2031018,SUMMER INTERNSHIP 2MONTHS (MANDATORY) AF,0,A,1.5,
21MH1A0109,R203101A,CONSTRUCTION TECHNOLOGY &MANAGEMENT,14,E,3,
21MH1A0109,R203102F,RENEWABLE ENERGY SOURCES,13,E,3,
21MH1A0110,R2031011,STRUCTURAL ANALYSIS,18,B,3,
21MH1A0110,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,25,A,3,
21MH1A0110,R2031013,GEOTECHNICAL ENGINEERING-1,20,D,3,
