JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA,,,,,
"Result of I B.Tech II Semester (R19/R20) Regular/Supplementary Examinations, August-2022",,,,,
,College name: ADITYA COLLEGE OF ENGINEERING & TECHNOLOGY:P3,,,,
-----------------------------------------------------------------------------------------------------------------------,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0417,R201237,ELECTRONIC WORKSHOP LABORATORY,12,A,1.5
21P31A0417,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A+,1.5
21P31A0419,R201201,MATHEMATICS-II,16,F,0
21P31A0419,R201207,APPLIED PHYSICS,16,F,0
21P31A0419,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,15,F,0
21P31A0419,R201213,NETWORK ANALYSIS,16,F,0
21P31A0419,R201214,BASIC ELECTRICAL ENGINEERING,12,F,0
21P31A0419,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0419,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A0419,R201237,ELECTRONIC WORKSHOP LABORATORY,13,B,1.5
21P31A0419,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A0420,R201201,MATHEMATICS-II,21,C,3
21P31A0420,R201207,APPLIED PHYSICS,17,E,3
21P31A0420,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,15,F,0
21P31A0420,R201213,NETWORK ANALYSIS,21,F,0
21P31A0420,R201214,BASIC ELECTRICAL ENGINEERING,22,F,0
21P31A0420,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0420,R201233,APPLIED PHYSICS LABORATORY,10,B,1.5
21P31A0420,R201237,ELECTRONIC WORKSHOP LABORATORY,9,B,1.5
21P31A0420,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,B,1.5
21P31A0421,R201201,MATHEMATICS-II,25,A+,3
21P31A0421,R201207,APPLIED PHYSICS,24,C,3
21P31A0421,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,C,3
21P31A0421,R201213,NETWORK ANALYSIS,21,C,3
21P31A0421,R201214,BASIC ELECTRICAL ENGINEERING,24,B,3
21P31A0421,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0421,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A0421,R201237,ELECTRONIC WORKSHOP LABORATORY,9,A,1.5
21P31A0421,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A+,1.5
21P31A0422,R201201,MATHEMATICS-II,24,B,3
21P31A0422,R201207,APPLIED PHYSICS,25,B,3
21P31A0422,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,C,3
21P31A0422,R201213,NETWORK ANALYSIS,23,C,3
21P31A0422,R201214,BASIC ELECTRICAL ENGINEERING,26,A+,3
21P31A0422,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0422,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
21P31A0422,R201237,ELECTRONIC WORKSHOP LABORATORY,15,A+,1.5
21P31A0422,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A+,1.5
21P31A0423,R201201,MATHEMATICS-II,22,B,3
21P31A0423,R201207,APPLIED PHYSICS,22,E,3
21P31A0423,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
21P31A0423,R201213,NETWORK ANALYSIS,21,F,0
21P31A0423,R201214,BASIC ELECTRICAL ENGINEERING,25,D,3
21P31A0423,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0423,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A0423,R201237,ELECTRONIC WORKSHOP LABORATORY,14,B,1.5
21P31A0423,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0424,R201201,MATHEMATICS-II,24,D,3
21P31A0424,R201207,APPLIED PHYSICS,23,C,3
21P31A0424,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,F,0
21P31A0424,R201213,NETWORK ANALYSIS,23,F,0
21P31A0424,R201214,BASIC ELECTRICAL ENGINEERING,24,F,0
21P31A0424,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0424,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A0424,R201237,ELECTRONIC WORKSHOP LABORATORY,9,A,1.5
21P31A0424,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A+,1.5
21P31A0425,R201201,MATHEMATICS-II,22,C,3
21P31A0425,R201207,APPLIED PHYSICS,22,E,3
21P31A0425,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,E,3
21P31A0425,R201213,NETWORK ANALYSIS,23,F,0
21P31A0425,R201214,BASIC ELECTRICAL ENGINEERING,24,C,3
21P31A0425,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0425,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A0425,R201237,ELECTRONIC WORKSHOP LABORATORY,13,B,1.5
21P31A0425,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0426,R201201,MATHEMATICS-II,16,F,0
21P31A0426,R201207,APPLIED PHYSICS,21,C,3
21P31A0426,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
21P31A0426,R201213,NETWORK ANALYSIS,18,F,0
21P31A0426,R201214,BASIC ELECTRICAL ENGINEERING,19,D,3
21P31A0426,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0426,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A0426,R201237,ELECTRONIC WORKSHOP LABORATORY,10,B,1.5
21P31A0426,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0427,R201201,MATHEMATICS-II,18,E,3
21P31A0427,R201207,APPLIED PHYSICS,20,E,3
21P31A0427,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,E,3
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0427,R201213,NETWORK ANALYSIS,13,F,0
21P31A0427,R201214,BASIC ELECTRICAL ENGINEERING,21,D,3
21P31A0427,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0427,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A0427,R201237,ELECTRONIC WORKSHOP LABORATORY,10,B,1.5
21P31A0427,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A0428,R201201,MATHEMATICS-II,21,D,3
21P31A0428,R201207,APPLIED PHYSICS,24,C,3
21P31A0428,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,F,0
21P31A0428,R201213,NETWORK ANALYSIS,21,F,0
21P31A0428,R201214,BASIC ELECTRICAL ENGINEERING,23,D,3
21P31A0428,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0428,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A0428,R201237,ELECTRONIC WORKSHOP LABORATORY,11,B,1.5
21P31A0428,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0429,R201201,MATHEMATICS-II,24,A,3
21P31A0429,R201207,APPLIED PHYSICS,21,C,3
21P31A0429,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,C,3
21P31A0429,R201213,NETWORK ANALYSIS,22,C,3
21P31A0429,R201214,BASIC ELECTRICAL ENGINEERING,23,B,3
21P31A0429,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0429,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
21P31A0429,R201237,ELECTRONIC WORKSHOP LABORATORY,15,A,1.5
21P31A0429,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A+,1.5
21P31A0430,R201201,MATHEMATICS-II,23,D,3
21P31A0430,R201207,APPLIED PHYSICS,21,D,3
21P31A0430,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,E,3
21P31A0430,R201213,NETWORK ANALYSIS,20,D,3
21P31A0430,R201214,BASIC ELECTRICAL ENGINEERING,25,A,3
21P31A0430,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0430,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A0430,R201237,ELECTRONIC WORKSHOP LABORATORY,12,B,1.5
21P31A0430,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0431,R201201,MATHEMATICS-II,22,B,3
21P31A0431,R201207,APPLIED PHYSICS,22,B,3
21P31A0431,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,C,3
21P31A0431,R201213,NETWORK ANALYSIS,22,C,3
21P31A0431,R201214,BASIC ELECTRICAL ENGINEERING,23,B,3
21P31A0431,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0431,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A0431,R201237,ELECTRONIC WORKSHOP LABORATORY,10,A,1.5
21P31A0431,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0432,R201201,MATHEMATICS-II,25,B,3
21P31A0432,R201207,APPLIED PHYSICS,22,B,3
21P31A0432,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,E,3
21P31A0432,R201213,NETWORK ANALYSIS,23,D,3
21P31A0432,R201214,BASIC ELECTRICAL ENGINEERING,23,C,3
21P31A0432,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0432,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A0432,R201237,ELECTRONIC WORKSHOP LABORATORY,12,A,1.5
21P31A0432,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A+,1.5
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0433,R201201,MATHEMATICS-II,12,F,0
21P31A0433,R201207,APPLIED PHYSICS,14,F,0
21P31A0433,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
21P31A0433,R201213,NETWORK ANALYSIS,14,F,0
21P31A0433,R201214,BASIC ELECTRICAL ENGINEERING,16,E,3
21P31A0433,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0433,R201233,APPLIED PHYSICS LABORATORY,9,B,1.5
21P31A0433,R201237,ELECTRONIC WORKSHOP LABORATORY,10,B,1.5
21P31A0433,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A0434,R201201,MATHEMATICS-II,25,B,3
21P31A0434,R201207,APPLIED PHYSICS,25,B,3
21P31A0434,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,E,3
21P31A0434,R201213,NETWORK ANALYSIS,22,ABSENT,0
21P31A0434,R201214,BASIC ELECTRICAL ENGINEERING,27,B,3
21P31A0434,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0434,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A0434,R201237,ELECTRONIC WORKSHOP LABORATORY,14,A+,1.5
21P31A0434,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0435,R201201,MATHEMATICS-II,18,F,0
21P31A0435,R201207,APPLIED PHYSICS,14,E,3
21P31A0435,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,E,3
21P31A0435,R201213,NETWORK ANALYSIS,10,F,0
21P31A0435,R201214,BASIC ELECTRICAL ENGINEERING,18,D,3
21P31A0435,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0435,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A0435,R201237,ELECTRONIC WORKSHOP LABORATORY,9,B,1.5
21P31A0435,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A0436,R201201,MATHEMATICS-II,26,A+,3
21P31A0436,R201207,APPLIED PHYSICS,27,B,3
21P31A0436,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,B,3
21P31A0436,R201213,NETWORK ANALYSIS,24,D,3
21P31A0436,R201214,BASIC ELECTRICAL ENGINEERING,25,C,3
21P31A0436,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0436,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
21P31A0436,R201237,ELECTRONIC WORKSHOP LABORATORY,13,A+,1.5
21P31A0436,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0437,R201201,MATHEMATICS-II,27,A,3
21P31A0437,R201207,APPLIED PHYSICS,24,C,3
21P31A0437,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,E,3
21P31A0437,R201213,NETWORK ANALYSIS,24,B,3
21P31A0437,R201214,BASIC ELECTRICAL ENGINEERING,25,C,3
21P31A0437,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0437,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A0437,R201237,ELECTRONIC WORKSHOP LABORATORY,14,A+,1.5
21P31A0437,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0438,R201201,MATHEMATICS-II,17,F,0
21P31A0438,R201207,APPLIED PHYSICS,23,C,3
21P31A0438,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,E,3
21P31A0438,R201213,NETWORK ANALYSIS,21,F,0
21P31A0438,R201214,BASIC ELECTRICAL ENGINEERING,25,B,3
21P31A0438,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0438,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A0438,R201237,ELECTRONIC WORKSHOP LABORATORY,13,B,1.5
21P31A0438,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A+,1.5
21P31A0439,R201201,MATHEMATICS-II,15,F,0
21P31A0439,R201207,APPLIED PHYSICS,14,F,0
21P31A0439,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,E,3
21P31A0439,R201213,NETWORK ANALYSIS,13,E,3
21P31A0439,R201214,BASIC ELECTRICAL ENGINEERING,22,D,3
21P31A0439,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0439,R201233,APPLIED PHYSICS LABORATORY,11,B,1.5
21P31A0439,R201237,ELECTRONIC WORKSHOP LABORATORY,13,A,1.5
21P31A0439,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,B,1.5
21P31A0440,R201201,MATHEMATICS-II,24,B,3
21P31A0440,R201207,APPLIED PHYSICS,24,B,3
21P31A0440,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,F,0
21P31A0440,R201213,NETWORK ANALYSIS,22,D,3
21P31A0440,R201214,BASIC ELECTRICAL ENGINEERING,23,C,3
21P31A0440,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0440,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A0440,R201237,ELECTRONIC WORKSHOP LABORATORY,13,A,1.5
21P31A0440,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A+,1.5
21P31A0441,R201201,MATHEMATICS-II,21,D,3
21P31A0441,R201207,APPLIED PHYSICS,21,E,3
21P31A0441,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,E,3
21P31A0441,R201213,NETWORK ANALYSIS,15,F,0
21P31A0441,R201214,BASIC ELECTRICAL ENGINEERING,22,D,3
21P31A0441,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0441,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A0441,R201237,ELECTRONIC WORKSHOP LABORATORY,11,B,1.5
21P31A0441,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A0442,R201201,MATHEMATICS-II,12,F,0
21P31A0442,R201207,APPLIED PHYSICS,10,F,0
21P31A0442,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,8,F,0
21P31A0442,R201213,NETWORK ANALYSIS,12,F,0
21P31A0442,R201214,BASIC ELECTRICAL ENGINEERING,11,F,0
21P31A0442,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0442,R201233,APPLIED PHYSICS LABORATORY,9,B,1.5
21P31A0442,R201237,ELECTRONIC WORKSHOP LABORATORY,8,E,1.5
21P31A0442,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,ABSENT,0
21P31A0443,R201201,MATHEMATICS-II,23,C,3
21P31A0443,R201207,APPLIED PHYSICS,21,D,3
21P31A0443,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,D,3
21P31A0443,R201213,NETWORK ANALYSIS,21,D,3
21P31A0443,R201214,BASIC ELECTRICAL ENGINEERING,23,B,3
21P31A0443,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0443,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A0443,R201237,ELECTRONIC WORKSHOP LABORATORY,13,A,1.5
21P31A0443,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0444,R201201,MATHEMATICS-II,20,C,3
21P31A0444,R201207,APPLIED PHYSICS,23,C,3
21P31A0444,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,C,3
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0444,R201213,NETWORK ANALYSIS,22,E,3
21P31A0444,R201214,BASIC ELECTRICAL ENGINEERING,23,C,3
21P31A0444,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0444,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A0444,R201237,ELECTRONIC WORKSHOP LABORATORY,11,B,1.5
21P31A0444,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0445,R201201,MATHEMATICS-II,19,C,3
21P31A0445,R201207,APPLIED PHYSICS,23,D,3
21P31A0445,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,E,3
21P31A0445,R201213,NETWORK ANALYSIS,18,D,3
21P31A0445,R201214,BASIC ELECTRICAL ENGINEERING,22,C,3
21P31A0445,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0445,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A0445,R201237,ELECTRONIC WORKSHOP LABORATORY,12,A,1.5
21P31A0445,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,B,1.5
21P31A0446,R201201,MATHEMATICS-II,12,E,3
21P31A0446,R201207,APPLIED PHYSICS,16,D,3
21P31A0446,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,15,F,0
21P31A0446,R201213,NETWORK ANALYSIS,15,F,0
21P31A0446,R201214,BASIC ELECTRICAL ENGINEERING,17,F,0
21P31A0446,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0446,R201233,APPLIED PHYSICS LABORATORY,10,B,1.5
21P31A0446,R201237,ELECTRONIC WORKSHOP LABORATORY,10,B,1.5
21P31A0446,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0447,R201201,MATHEMATICS-II,10,F,0
21P31A0447,R201207,APPLIED PHYSICS,19,F,0
21P31A0447,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
21P31A0447,R201213,NETWORK ANALYSIS,15,F,0
21P31A0447,R201214,BASIC ELECTRICAL ENGINEERING,17,F,0
21P31A0447,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0447,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A0447,R201237,ELECTRONIC WORKSHOP LABORATORY,8,C,1.5
21P31A0447,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0448,R201201,MATHEMATICS-II,24,C,3
21P31A0448,R201207,APPLIED PHYSICS,25,A+,3
21P31A0448,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,B,3
21P31A0448,R201213,NETWORK ANALYSIS,24,B,3
21P31A0448,R201214,BASIC ELECTRICAL ENGINEERING,24,A+,3
21P31A0448,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0448,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
21P31A0448,R201237,ELECTRONIC WORKSHOP LABORATORY,15,A+,1.5
21P31A0448,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A+,1.5
21P31A0449,R201201,MATHEMATICS-II,20,C,3
21P31A0449,R201207,APPLIED PHYSICS,24,D,3
21P31A0449,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,D,3
21P31A0449,R201213,NETWORK ANALYSIS,20,D,3
21P31A0449,R201214,BASIC ELECTRICAL ENGINEERING,23,C,3
21P31A0449,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0449,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
21P31A0449,R201237,ELECTRONIC WORKSHOP LABORATORY,13,A,1.5
21P31A0449,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0450,R201201,MATHEMATICS-II,22,C,3
21P31A0450,R201207,APPLIED PHYSICS,22,D,3
21P31A0450,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,E,3
21P31A0450,R201213,NETWORK ANALYSIS,20,D,3
21P31A0450,R201214,BASIC ELECTRICAL ENGINEERING,21,B,3
21P31A0450,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0450,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A0450,R201237,ELECTRONIC WORKSHOP LABORATORY,14,A,1.5
21P31A0450,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A0451,R201201,MATHEMATICS-II,16,E,3
21P31A0451,R201207,APPLIED PHYSICS,17,F,0
21P31A0451,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,E,3
21P31A0451,R201213,NETWORK ANALYSIS,16,F,0
21P31A0451,R201214,BASIC ELECTRICAL ENGINEERING,19,F,0
21P31A0451,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0451,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A0451,R201237,ELECTRONIC WORKSHOP LABORATORY,11,B,1.5
21P31A0451,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,B,1.5
21P31A0452,R201201,MATHEMATICS-II,22,A,3
21P31A0452,R201207,APPLIED PHYSICS,26,B,3
21P31A0452,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,E,3
21P31A0452,R201213,NETWORK ANALYSIS,25,D,3
21P31A0452,R201214,BASIC ELECTRICAL ENGINEERING,23,C,3
21P31A0452,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0452,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A0452,R201237,ELECTRONIC WORKSHOP LABORATORY,14,A+,1.5
21P31A0452,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0453,R201201,MATHEMATICS-II,18,D,3
21P31A0453,R201207,APPLIED PHYSICS,17,E,3
21P31A0453,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,15,F,0
21P31A0453,R201213,NETWORK ANALYSIS,14,F,0
21P31A0453,R201214,BASIC ELECTRICAL ENGINEERING,16,F,0
21P31A0453,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0453,R201233,APPLIED PHYSICS LABORATORY,10,A,1.5
21P31A0453,R201237,ELECTRONIC WORKSHOP LABORATORY,12,B,1.5
21P31A0453,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,B,1.5
21P31A0454,R201201,MATHEMATICS-II,23,D,3
21P31A0454,R201207,APPLIED PHYSICS,24,C,3
21P31A0454,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
21P31A0454,R201213,NETWORK ANALYSIS,25,F,0
21P31A0454,R201214,BASIC ELECTRICAL ENGINEERING,24,C,3
21P31A0454,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0454,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A0454,R201237,ELECTRONIC WORKSHOP LABORATORY,11,B,1.5
21P31A0454,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0455,R201201,MATHEMATICS-II,17,E,3
21P31A0455,R201207,APPLIED PHYSICS,20,D,3
21P31A0455,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,E,3
21P31A0455,R201213,NETWORK ANALYSIS,15,E,3
21P31A0455,R201214,BASIC ELECTRICAL ENGINEERING,20,E,3
21P31A0455,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0455,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A0455,R201237,ELECTRONIC WORKSHOP LABORATORY,11,C,1.5
21P31A0455,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A+,1.5
21P31A0456,R201201,MATHEMATICS-II,23,B,3
21P31A0456,R201207,APPLIED PHYSICS,25,C,3
21P31A0456,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,C,3
21P31A0456,R201213,NETWORK ANALYSIS,25,C,3
21P31A0456,R201214,BASIC ELECTRICAL ENGINEERING,25,A,3
21P31A0456,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0456,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
21P31A0456,R201237,ELECTRONIC WORKSHOP LABORATORY,14,A+,1.5
21P31A0456,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0457,R201201,MATHEMATICS-II,24,A,3
21P31A0457,R201207,APPLIED PHYSICS,25,C,3
21P31A0457,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,D,3
21P31A0457,R201213,NETWORK ANALYSIS,23,C,3
21P31A0457,R201214,BASIC ELECTRICAL ENGINEERING,24,C,3
21P31A0457,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0457,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A0457,R201237,ELECTRONIC WORKSHOP LABORATORY,12,A+,1.5
21P31A0457,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A0458,R201201,MATHEMATICS-II,16,E,3
21P31A0458,R201207,APPLIED PHYSICS,16,E,3
21P31A0458,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,13,F,0
21P31A0458,R201213,NETWORK ANALYSIS,12,F,0
21P31A0458,R201214,BASIC ELECTRICAL ENGINEERING,19,F,0
21P31A0458,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0458,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A0458,R201237,ELECTRONIC WORKSHOP LABORATORY,9,B,1.5
21P31A0458,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,B,1.5
21P31A0459,R201201,MATHEMATICS-II,19,B,3
21P31A0459,R201207,APPLIED PHYSICS,23,C,3
21P31A0459,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,E,3
21P31A0459,R201213,NETWORK ANALYSIS,21,E,3
21P31A0459,R201214,BASIC ELECTRICAL ENGINEERING,22,D,3
21P31A0459,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
